"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"745","primary neural tube formation (GO:0014020)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.16692627981493,1.92134953180395,"MTHFD1L"
"746","regulation of cell-cell adhesion (GO:0022407)","1/33",0.216231398047606,0.328988427585057,0.259584825350355,0.398979227738747,-1.24865800833722,1.91220256252841,"FERMT3"
"747","negative regulation of endothelial cell migration (GO:0010596)","1/35",0.227729643879156,0.334651488871198,0.272575648529491,0.405999575374582,-1.27757176053317,1.8902902276638,"APOE"
"748","mRNA stabilization (GO:0048255)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.25573477886081,1.88996950746433,"SLC11A1"
"749","positive regulation of cellular metabolic process (GO:0031325)","2/93",0.149439658418796,0.274484068321163,0.203403598994696,0.358494815123396,-0.980404954838593,1.86361510194418,"CSF1;APOE"
"750","carboxylic acid metabolic process (GO:0019752)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.23725713062839,1.8621593421995,"MTHFD1L"
"751","cholesterol biosynthetic process (GO:0006695)","1/36",0.233415781729467,0.339283494552482,0.278985997376819,0.409973325413496,-1.27835131445757,1.85991672072164,"APOE"
"752","regulation of cellular biosynthetic process (GO:0031326)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.14707711818388,1.85383484918275,"C3"
"753","erythrocyte differentiation (GO:0030218)","1/36",0.233415781729467,0.339283494552482,0.278985997376819,0.409973325413496,-1.27103536941675,1.84927250394381,"IKZF1"
"754","apoptotic mitochondrial changes (GO:0008637)","1/35",0.227729643879156,0.334651488871198,0.272575648529491,0.405999575374582,-1.24560978478595,1.84299941216661,"IFIT2"
"755","positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.13559374477807,1.83527613375865,"SHKBP1"
"756","regulation of protein tyrosine kinase activity (GO:0061097)","1/32",0.210418674931794,0.32423849525935,0.253003357123741,0.393887655470424,-1.17210347298531,1.82690616104439,"MVP"
"757","positive regulation of response to external stimulus (GO:0032103)","2/91",0.144364907126734,0.271812051699554,0.197003178325508,0.354909072765503,-0.942197025987934,1.82353858954769,"LY86;DDX60"
"758","regulation of angiogenesis (GO:0045765)","3/178",0.143483865716654,0.270762868053775,0.213193707308634,0.361828756770287,-0.935559679610191,1.81641969592105,"GPNMB;ANXA3;STAT1"
"759","negative regulation of cellular metabolic process (GO:0031324)","1/35",0.227729643879156,0.334651488871198,0.272575648529491,0.405999575374582,-1.22715039139877,1.8156869652213,"APOE"
"760","positive regulation of supramolecular fiber organization (GO:1902905)","2/85",0.129376540056729,0.259314617828414,0.177972004414725,0.340406770348799,-0.881237293105356,1.80215512517363,"PLEK;APOE"
"761","phosphatidylinositol phosphorylation (GO:0046854)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.07164150824053,1.79827526182639,"PIK3CG"
"762","response to peptide (GO:1901652)","1/35",0.227729643879156,0.334651488871198,0.272575648529491,0.405999575374582,-1.21327919464767,1.79516319624438,"STAT1"
"763","steroid metabolic process (GO:0008202)","2/100",0.16746836138258,0.288025980645091,0.225972454531373,0.372696074815516,-1.00352555449019,1.7932608606146,"CYP2E1;TFCP2L1"
"764","cellular response to lipopolysaccharide (GO:0071222)","2/92",0.146897691503732,0.274484068321163,0.20020027219413,0.356865869813501,-0.93383657553684,1.79111621135715,"CD86;IRGM"
"765","nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.08351292960957,1.78400906382797,"IRGM"
"766","3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.01704436543343,1.77481687950212,"SULT1C2"
"767","negative regulation of cellular protein metabolic process (GO:0032269)","2/90",0.141841577781988,0.270762868053775,0.193812676122252,0.352785913485367,-0.90783446221969,1.77304109754173,"EIF2AK2;APOE"
"768","cellular response to glucose starvation (GO:0042149)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.17619130357358,1.77025096072871,"IFI16"
"769","negative regulation of blood vessel endothelial cell migration (GO:0043537)","1/32",0.210418674931794,0.32423849525935,0.253003357123741,0.393887655470424,-1.13256011937939,1.76527167399096,"APOE"
"770","positive regulation of transcription factor import into nucleus (GO:0042993)","1/33",0.216231398047606,0.328988427585057,0.259584825350355,0.398979227738747,-1.14587110848811,1.75479407119333,"DDX58"
"771","endoderm formation (GO:0001706)","1/37",0.23906033593875,0.343346489637896,0.285340293199301,0.41475880977703,-1.20399524681371,1.72296452397426,"ITGB2"
"772","positive regulation of dendrite development (GO:1900006)","1/33",0.216231398047606,0.328988427585057,0.259584825350355,0.398979227738747,-1.1042737208079,1.69109157556564,"APOE"
"773","positive regulation of DNA binding (GO:0043388)","1/35",0.227729643879156,0.334651488871198,0.272575648529491,0.405999575374582,-1.14241662077994,1.69031520646621,"PYHIN1"
"774","regulation of interleukin-8 production (GO:0032677)","1/35",0.227729643879156,0.334651488871198,0.272575648529491,0.405999575374582,-1.13868637960792,1.68479595607877,"DDX58"
"775","positive regulation of smooth muscle cell proliferation (GO:0048661)","1/38",0.244663608516516,0.348075145528219,0.291639022280398,0.419361601250453,-1.19536004899541,1.68291279339937,"STAT1"
"776","acylglycerol metabolic process (GO:0006639)","1/37",0.23906033593875,0.343346489637896,0.285340293199301,0.41475880977703,-1.17535103404568,1.68197352957698,"APOE"
"777","vesicle fusion (GO:0006906)","2/95",0.154550066998361,0.278737882929258,0.209827544882198,0.361802975016279,-0.899531582184824,1.67963881204943,"SAMD9L;TAP1"
"778","regulation of axon extension (GO:0030516)","1/35",0.227729643879156,0.334651488871198,0.272575648529491,0.405999575374582,-1.13497943045916,1.67931116847873,"APOE"
"779","negative regulation of endopeptidase activity (GO:0010951)","2/84",0.126915861053459,0.258770918053161,0.174828914333698,0.338978367398068,-0.813501567423633,1.67925509176822,"IFI16;CST7"
"780","positive regulation of cell-matrix adhesion (GO:0001954)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.11501299588514,1.67817328796223,"CSF1"
"781","positive regulation of innate immune response (GO:0045089)","1/39",0.250225899358661,0.353899306017824,0.297882666751737,0.424791258503956,-1.21117820786955,1.6779555965181,"DDX60"
"782","regulation of cytokine secretion (GO:0050707)","1/32",0.210418674931794,0.32423849525935,0.253003357123741,0.393887655470424,-1.07603292915999,1.67716522736869,"FCGR2B"
"783","positive regulation of lipid biosynthetic process (GO:0046889)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.01597807866501,1.67281261852778,"APOE"
"784","establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.10815268363192,1.66784803362625,"MSN"
"785","cellular divalent inorganic cation homeostasis (GO:0072503)","2/102",0.172687287761437,0.291861032732862,0.232457597700795,0.376718052940922,-0.947249666277116,1.66362892346712,"CCL8;SLC11A1"
"786","acylglycerol catabolic process (GO:0046464)","1/31",0.204563137916153,0.318473619107188,0.246363848042356,0.388571252475181,-1.04835895067609,1.66361839263124,"APOE"
"787","regulation of cholesterol biosynthetic process (GO:0045540)","1/41",0.26122872438344,0.364329413057923,0.310206609692877,0.435663128997571,-1.23650179512667,1.65982921031028,"APOE"
"788","actin-myosin filament sliding (GO:0033275)","1/39",0.250225899358661,0.353899306017824,0.297882666751737,0.424791258503956,-1.1911528895386,1.65021269729225,"VIM"
"789","activation of MAPKK activity (GO:0000186)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.09533376162761,1.64855465088768,"EIF2AK2"
"790","positive regulation of protein localization to membrane (GO:1905477)","2/96",0.157117980721853,0.279656080900788,0.213047474719167,0.361828756770287,-0.88904072786292,1.64539949393249,"ITGAM;TREM2"
"791","muscle filament sliding (GO:0030049)","1/39",0.250225899358661,0.353899306017824,0.297882666751737,0.424791258503956,-1.18222910962514,1.63784977138209,"VIM"
"792","intracellular pH reduction (GO:0051452)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.08420666150292,1.63180757953456,"SLC11A1"
"793","regulation of interleukin-12 production (GO:0032655)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.08391155842141,1.63136342856017,"CMKLR1"
"794","regulation of peptidyl-threonine phosphorylation (GO:0010799)","1/38",0.244663608516516,0.348075145528219,0.291639022280398,0.419361601250453,-1.15634789773606,1.62798871549701,"IRGM"
"795","protein modification by small protein removal (GO:0070646)","4/262",0.127792258262288,0.259314617828414,0.206594362502021,0.360269474406563,-0.790257334929437,1.62583538736328,"IFIH1;DDX58;TRIM25;USP18"
"796","regulation of nitric-oxide synthase activity (GO:0050999)","1/37",0.23906033593875,0.343346489637896,0.285340293199301,0.41475880977703,-1.13254159727626,1.62071154283722,"APOE"
"797","phosphatidylinositol biosynthetic process (GO:0006661)","2/99",0.164869462099994,0.287507527974663,0.222735071700196,0.372696074815516,-0.897048466141859,1.61702069264371,"PLCG2;PIK3CG"
"798","positive regulation of NIK/NF-kappaB signaling (GO:1901224)","1/36",0.233415781729467,0.339283494552482,0.278985997376819,0.409973325413496,-1.11012913590323,1.61516456288292,"EIF2AK2"
"799","positive regulation of macromolecule metabolic process (GO:0010604)","4/277",0.147514644208983,0.274484068321163,0.234433510209039,0.378676112334976,-0.842419325827193,1.61224554638716,"CSF1;DDX58;SLC11A1;MSN"
"800","sterol biosynthetic process (GO:0016126)","1/41",0.26122872438344,0.364329413057923,0.310206609692877,0.435663128997571,-1.18709324831005,1.59350520692556,"APOE"
"801","antibacterial humoral response (GO:0019731)","1/36",0.233415781729467,0.339283494552482,0.278985997376819,0.409973325413496,-1.08891257264427,1.5842958648065,"IGHM"
"802","negative regulation of protein phosphorylation (GO:0001933)","3/179",0.145192009628185,0.272517712775643,0.215480872555224,0.364683218299221,-0.813256374727931,1.56933936913157,"PTPRC;MVP;PTPN6"
"803","positive regulation of protein metabolic process (GO:0051247)","2/97",0.159694021026633,0.283522518087529,0.216272258853775,0.365509217277418,-0.846034815860144,1.55204720064826,"CSF1;APOE"
"804","response to tumor necrosis factor (GO:0034612)","2/98",0.162277932274101,0.283522518087529,0.219501566368193,0.369412552337532,-0.853278281911981,1.55163943971431,"CCL8;CXCL16"
"805","myelination (GO:0042552)","1/38",0.244663608516516,0.348075145528219,0.291639022280398,0.419361601250453,-1.0961155846337,1.54318938630646,"KLK6"
"806","organophosphate biosynthetic process (GO:0090407)","1/37",0.23906033593875,0.343346489637896,0.285340293199301,0.41475880977703,-1.0761933489388,1.54007498456969,"IP6K3"
"807","oligosaccharide biosynthetic process (GO:0009312)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.02236454527583,1.53873082804704,"B3GALT5"
"808","positive regulation of myeloid leukocyte differentiation (GO:0002763)","1/33",0.216231398047606,0.328988427585057,0.259584825350355,0.398979227738747,-1.00179141720287,1.53414954479429,"CSF1"
"809","regulation of DNA repair (GO:0006282)","1/38",0.244663608516516,0.348075145528219,0.291639022280398,0.419361601250453,-1.08957832022896,1.53398576108089,"EYA4"
"810","regulation of mitotic spindle organization (GO:0060236)","1/36",0.233415781729467,0.339283494552482,0.278985997376819,0.409973325413496,-1.05236560196508,1.53112243658752,"PARP3"
"811","regulation of osteoclast differentiation (GO:0045670)","1/38",0.244663608516516,0.348075145528219,0.291639022280398,0.419361601250453,-1.08342092401674,1.52531694128197,"CSF1"
"812","regulation of ERK1 and ERK2 cascade (GO:0070372)","4/248",0.110480911086506,0.249452778117168,0.181579679877193,0.344119504087034,-0.690837379502331,1.5218543148665,"CCL8;GPNMB;PTPN6;TREM2"
"813","carbohydrate catabolic process (GO:0016052)","1/36",0.233415781729467,0.339283494552482,0.278985997376819,0.409973325413496,-1.04288966166967,1.5173355693933,"MAN2B1"
"814","stem cell differentiation (GO:0048863)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.00160281939769,1.50748296465058,"PTPRC"
"815","positive regulation of organelle organization (GO:0010638)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.00127730484073,1.50699304225834,"IRGM"
"816","secondary alcohol biosynthetic process (GO:1902653)","1/37",0.23906033593875,0.343346489637896,0.285340293199301,0.41475880977703,-1.0494225043366,1.50176485365472,"APOE"
"817","regulation of blood circulation (GO:1903522)","1/37",0.23906033593875,0.343346489637896,0.285340293199301,0.41475880977703,-1.04040695988512,1.48886325516808,"BDKRB2"
"818","phosphatidylinositol 3-kinase signaling (GO:0014065)","1/31",0.204563137916153,0.318473619107188,0.246363848042356,0.388571252475181,-0.937275254847397,1.48734205199153,"PIK3CG"
"819","cellular response to radiation (GO:0071478)","1/43",0.272071166952051,0.372975831828466,0.322315896626223,0.443875034782399,-1.1395403870715,1.48333015393108,"IFI16"
"820","inositol lipid-mediated signaling (GO:0048017)","1/40",0.25574750611042,0.360018393531608,0.304071704613314,0.431574091942336,-1.08625614548811,1.48118045419441,"PIK3CG"
"821","negative regulation of cell motility (GO:2000146)","2/98",0.162277932274101,0.283522518087529,0.219501566368193,0.369412552337532,-0.811481236186271,1.47563381999289,"BST2;IFITM1"
"822","positive regulation of protein localization to nucleus (GO:1900182)","1/43",0.272071166952051,0.372975831828466,0.322315896626223,0.443875034782399,-1.13146066686316,1.47281284997562,"PYHIN1"
"823","negative regulation of DNA binding (GO:0043392)","1/35",0.227729643879156,0.334651488871198,0.272575648529491,0.405999575374582,-0.988987587536945,1.46330220325291,"IFI16"
"824","epithelium development (GO:0060429)","2/116",0.209861746859367,0.32423849525935,0.278056066029708,0.409973325413496,-0.933296133060601,1.4571611447818,"UPK1B;STAT1"
"825","regulation of cardiac muscle contraction (GO:0055117)","1/36",0.233415781729467,0.339283494552482,0.278985997376819,0.409973325413496,-0.994767176357243,1.44732053200646,"PIK3CG"
"826","positive regulation of kinase activity (GO:0033674)","2/114",0.204494655135237,0.318473619107188,0.271535625293036,0.405999575374582,-0.905005621200631,1.43643708533465,"PTPRC;CSF1"
"827","response to peptide hormone (GO:0043434)","1/41",0.26122872438344,0.364329413057923,0.310206609692877,0.435663128997571,-1.06765022827212,1.43316980392979,"STAT1"
"828","positive regulation of fat cell differentiation (GO:0045600)","1/40",0.25574750611042,0.360018393531608,0.304071704613314,0.431574091942336,-1.04770427707661,1.42861249018247,"CMKLR1"
